"","yes","not","age","year","yards","tds","att","comp","playoff_games","playoff_wins","pb_games"
"2563","PlunJi00",15,39,1985,23896,150,3449,1810,10,8,0
"2564","PlunJi00",16,40,1986,25882,164,3701,1943,10,8,0
"2565","PondCh00",1,24,2011,1853,13,291,158,0,0,0
"2566","PondCh00",2,25,2012,4788,31,774,458,0,0,0
"2567","PondCh00",3,26,2013,6436,38,1013,610,0,0,0
"2568","PondCh00",4,27,2014,6658,38,1057,632,0,0,0
"2569","PresDa01",1,24,2016,3667,23,459,311,1,0,1
"2570","PresDa01",2,25,2017,6991,45,949,619,1,0,1
"2571","PresDa01",3,26,2018,10876,67,1475,975,3,1,2
"2572","PresDa01",4,27,2019,15778,97,2071,1363,3,1,2
"2573","PresDa01",5,28,2020,17634,106,2293,1514,3,1,2
"2574","PresDa01",6,29,2021,22083,143,2889,1924,4,1,3
"2575","QuinBr00",1,24,2007,45,0,8,3,0,0,0
"2576","QuinBr00",2,25,2008,563,2,97,48,0,0,0
"2577","QuinBr00",3,26,2009,1902,10,353,184,0,0,0
"2578","QuinBr00",4,27,2010,1902,10,353,184,0,0,0
"2579","QuinBr00",5,28,2011,1902,10,353,184,0,0,0
"2580","QuinBr00",6,29,2012,3043,12,550,296,0,0,0
"2581","RamsPa00",1,24,2002,1539,9,227,117,0,0,0
"2582","RamsPa00",2,25,2003,3705,23,564,296,0,0,0
"2583","RamsPa00",3,26,2004,5370,33,836,465,0,0,0
"2584","RamsPa00",4,27,2005,5649,34,861,480,0,0,0
"2585","RamsPa00",5,28,2006,5649,34,862,480,0,0,0
"2586","RamsPa00",6,29,2007,5911,35,910,509,0,0,0
"2587","RamsPa00",7,30,2008,5930,35,913,511,0,0,0
"2588","RamsSt00",1,23,1970,0,0,2,0,0,0,0
"2589","RamsSt00",2,24,1971,1120,5,180,84,0,0,0
"2590","RamsSt00",3,25,1972,2170,8,317,149,0,0,0
"2591","RamsSt00",4,26,1973,2364,10,344,159,0,0,0
"2592","RamsSt00",5,27,1974,2944,15,418,200,0,0,0
"2593","RamsSt00",6,28,1975,4506,24,651,328,0,0,0
"2594","RamsSt00",7,29,1976,6437,35,921,456,0,0,0
"2595","RattGe00",1,25,1950,2251,22,294,140,0,0,0
"2596","RattGe00",2,26,1951,2591,24,361,171,0,0,0
"2597","RattGe00",3,27,1952,2611,25,367,173,0,0,0
"2598","RattGe00",4,28,1953,2912,29,408,196,0,0,0
"2599","RattGe00",5,29,1954,3377,32,461,228,0,0,0
"2600","RattGe00",6,30,1955,3881,38,508,260,0,0,0
"2601","RattGe00",7,31,1956,4279,39,565,299,0,0,0
"2602","RattTi00",1,24,2000,-4,0,1,1,0,0,0
"2603","RattTi00",2,25,2001,17,0,3,3,0,0,0
"2604","RattTi00",3,26,2002,249,2,46,29,0,0,0
"2605","RattTi00",4,27,2003,1105,9,164,102,0,0,0
"2606","RattTi00",5,28,2004,3274,19,489,300,0,0,0
"2607","RattTi00",6,29,2005,3941,24,586,356,0,0,0
"2608","RattTi00",7,30,2006,4689,28,687,417,0,0,0
"2609","RattTi00",8,31,2007,4853,31,714,432,0,0,0
"2610","ReavJo00",1,23,1972,1508,7,224,108,0,0,0
"2611","ReavJo00",2,24,1973,1525,7,243,113,0,0,0
"2612","ReavJo00",3,25,1974,1609,7,263,118,0,0,0
"2613","ReavJo00",4,26,1975,1906,9,314,143,0,0,0
"2614","ReavJo00",5,27,1976,1982,11,336,151,0,0,0
"2615","ReavJo00",6,28,1977,2365,11,395,175,0,0,0
"2616","ReavJo00",7,29,1978,3155,14,539,249,0,0,0
"2617","ReavJo00",8,30,1979,3155,14,539,249,0,0,0
"2618","ReavJo00",9,31,1980,3155,14,539,249,0,0,0
"2619","ReavJo00",10,32,1981,3534,16,600,280,0,0,0
"2620","ReavJo00",11,33,1982,3534,16,600,280,0,0,0
"2621","ReavJo00",12,34,1983,3534,16,600,280,0,0,0
"2622","ReavJo00",13,35,1984,3534,16,600,280,0,0,0
"2623","ReavJo00",14,36,1985,3534,16,600,280,0,0,0
"2624","ReavJo00",15,37,1986,3534,16,600,280,0,0,0
"2625","ReavJo00",16,38,1987,3617,17,616,286,0,0,0
"2626","RedmCh00",1,24,2000,19,0,3,2,0,0,0
"2627","RedmCh00",2,25,2001,19,0,3,2,0,0,0
"2628","RedmCh00",3,26,2002,1053,7,185,99,0,0,0
"2629","RedmCh00",4,27,2003,1111,7,198,106,0,0,0
"2630","RedmCh00",5,28,2004,1111,7,198,106,0,0,0
"2631","RedmCh00",6,29,2005,1111,7,198,106,0,0,0
"2632","RedmCh00",7,30,2006,1111,7,198,106,0,0,0
"2633","RedmCh00",8,31,2007,2190,17,347,195,0,0,0
"2634","RedmCh00",9,32,2008,2190,17,347,195,0,0,0
"2635","RedmCh00",10,33,2009,2971,21,466,264,0,0,0
"2636","RedmCh00",11,34,2010,2991,21,472,268,0,0,0
"2637","RedmCh00",12,35,2011,3179,21,500,286,0,0,0
"2638","ReedJo00",1,26,1973,589,2,114,51,0,0,0
"2639","ReedJo00",2,27,1974,905,4,188,80,0,0,0
"2640","ReedJo00",3,28,1975,2086,13,379,166,0,0,0
"2641","ReedJo00",4,29,1976,2511,16,441,198,0,0,0
"2642","ReedJo00",5,30,1977,2661,16,481,211,0,0,0
"2643","ReedJo00",6,31,1978,2661,16,481,211,0,0,0
"2644","ReedJo00",7,32,1979,2825,18,513,225,0,0,0
"2645","ReicFr00",1,25,1985,19,0,1,1,0,0,0
"2646","ReicFr00",2,26,1986,123,0,20,10,0,0,0
"2647","ReicFr00",3,27,1987,123,0,20,10,0,0,0
"2648","ReicFr00",4,28,1988,123,0,20,10,0,0,0
"2649","ReicFr00",5,29,1989,824,7,107,63,0,0,0
"2650","ReicFr00",6,30,1990,1293,9,170,99,0,0,0
"2651","ReicFr00",7,31,1991,1598,15,211,126,0,0,0
"2652","ReicFr00",8,32,1992,1819,15,258,150,2,2,0
"2653","ReicFr00",9,33,1993,1972,17,284,166,2,2,0
"2654","ReicFr00",10,34,1994,2540,18,377,222,2,2,0
"2655","ReicFr00",11,35,1995,2981,20,461,259,2,2,0
